estado_importacao,chave_importacao,duplicado_provavel,ordem_cronologica,matricula,vin_chassi,processo_oficina,folha_obra,data_documento,hora_documento,data_hora_documento,origem_maquina,tipo_registo,resumo,link_documento_original,origem_ficheiro,lote_importacao,observacoes_importacao,criado_por,criado_em,km_leitura,modulo_calculador,referencia_software,edicao_calibracao,edicao_software,data_telecarregamento,numero_telecarregamentos,fornecedor_ecu,referencia_material,km_ultima_reposicao_manutencao,km_ate_proxima_manutencao,dias_ate_proxima_manutencao,dias_desde_ultima_reposicao_manutencao,numero_manutencoes_efetuadas,limite_temporal_ultrapassado,limite_quilometrico_ultrapassado,limiar_manutencao_km,duracao_manutencao_meses,inicio_primeira_manutencao_km,duracao_antes_primeira_manutencao_meses,gestao_manutencao,taxa_diluicao_oleo_pct,taxa_carbono_oleo_pct,protecao_anti_diluicao,intervalo_calculado_calculador_km,existem_defeitos,numero_total_codigos_eventos,codigos_principais,defeito_critico,estado_principal,caracterizacao_resumo_defeito,km_associado_defeito,acao_recomendada
validado,d3b38ffb0e550e80_2026-04-15_VR3EDYHT7SJ761952_identificacao_2.pdf,sim,12,BX-13-HL,VR3EDYHT7SJ761952,,,2026-04-15,15:10:53,2026-04-15 15:10:53,PSA-DIAG/Stellantis,identificacao_telecarregamento,identificacao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-15_BX-13-HL_VR3EDYHT7SJ761952_identificacao_telecarregamento_identificacao.pdf,2026-04-15_VR3EDYHT7SJ761952_identificacao_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,255.255,144.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,ad1acee23ae23661_2026-04-16_VR3EDYHT7SJ761952_informacoes-lubrificacao-motor_2.pdf,sim,2,BX-13-HL,VR3EDYHT7SJ761952,,,2026-04-16,,2026-04-16,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-16_BX-13-HL_VR3EDYHT7SJ761952_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-04-16_VR3EDYHT7SJ761952_informacoes-lubrificacao-motor_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,50d90e65616ae2e3_2026-04-16_VR3EDYHT7SJ761952_informacoes-de-manutencao_2.pdf,sim,4,BX-13-HL,VR3EDYHT7SJ761952,,,2026-04-16,,2026-04-16,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-16_BX-13-HL_VR3EDYHT7SJ761952_manutencao_informacoes-de-manutencao.pdf,2026-04-16_VR3EDYHT7SJ761952_informacoes-de-manutencao_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,618e4a749f08e99d_2026-01-06_VR3EDYHT8RJ968621_relatorio-de-diagnostico-do-veiculo_2.pdf,sim,2,BQ-54-IP,VR3EDYHT8RJ968621,,,2026-01-06,,2026-01-06,Autel,leitura_defeitos,relatorio de diagnostico do veiculo,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/01_Janeiro/2026-01-06_BQ-54-IP_VR3EDYHT8RJ968621_leitura_defeitos_relatorio-de-diagnostico-do-veiculo.pdf,2026-01-06_VR3EDYHT8RJ968621_relatorio-de-diagnostico-do-veiculo_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,7902a58396a9acff_2026-01-06_VR3EDYHT8RJ968621_informacoes-de-manutencao_2.pdf,sim,5,BQ-54-IP,VR3EDYHT8RJ968621,,,2026-01-06,,2026-01-06,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/01_Janeiro/2026-01-06_BQ-54-IP_VR3EDYHT8RJ968621_manutencao_informacoes-de-manutencao.pdf,2026-01-06_VR3EDYHT8RJ968621_informacoes-de-manutencao_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,5fbdbfd81362b09b_2026-04-20_VR3EDYHT9SJ767168_de-defeitos_3.pdf,sim,2,BX-07-HO,VR3EDYHT9SJ767168,,,2026-04-20,14:54:54,2026-04-20 14:54:54,PSA-DIAG/Stellantis,identificacao_telecarregamento,de defeitos | codigos: B1153; B173A 00; B1717; B173D 86; B1805; B1716 64; U1FE6; U1F1A; B120D; B1715 64; U1F3B 87; B132A,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-20_BX-07-HO_VR3EDYHT9SJ767168_identificacao_telecarregamento_de-defeitos.pdf,2026-04-20_VR3EDYHT9SJ767168_de-defeitos_3.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,B1153; B173A 00; B1717; B173D 86; B1805; B1716 64; U1FE6; U1F1A; B120D; B1715 64; U1F3B 87; B132A,Sim,Permanente,Incoerncia com o estado de trancamento do,,Prioridade alta: diagnosticar defeitos permanentes/críticos
validado,d82856dcf7bfcc12_2026-04-20_VR3EDYHT9SJ767168_informacoes-manutencao_2.pdf,sim,4,BX-07-HO,VR3EDYHT9SJ767168,,,2026-04-20,14:55:55,2026-04-20 14:55:55,PSA-DIAG/Stellantis,manutencao,informacoes manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-20_BX-07-HO_VR3EDYHT9SJ767168_manutencao_informacoes-manutencao.pdf,2026-04-20_VR3EDYHT9SJ767168_informacoes-manutencao_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,Dinâmica,,,,,,,,,,,,
validado,ba29f127ddd38a2b_2026-04-20_VR3EDYHT9SJ767168_de-defeitos_4.pdf,sim,6,BX-07-HO,VR3EDYHT9SJ767168,,,2026-04-20,14:56:26,2026-04-20 14:56:26,PSA-DIAG/Stellantis,leitura_defeitos,de defeitos | codigos: P06B8; U1218,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-20_BX-07-HO_VR3EDYHT9SJ767168_leitura_defeitos_de-defeitos.pdf,2026-04-20_VR3EDYHT9SJ767168_de-defeitos_4.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,P06B8; U1218,Não,Fugitivo,do defeitoFornecido recebido inválido,,Analisar códigos de defeito e confirmar recorrência
validado,c24445a19546634d_2026-04-20_VR3EDYHT9SJ767168_identificacao_2.pdf,sim,8,BX-07-HO,VR3EDYHT9SJ767168,,,2026-04-20,14:56:44,2026-04-20 14:56:44,PSA-DIAG/Stellantis,identificacao_telecarregamento,identificacao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-20_BX-07-HO_VR3EDYHT9SJ767168_identificacao_telecarregamento_identificacao.pdf,2026-04-20_VR3EDYHT9SJ767168_identificacao_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,255.255,144.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,fa721f105951ea02_2026-04-20_VR3EDYHT9SJ767168_informacoes-lubrificacao-motor_2.pdf,sim,10,BX-07-HO,VR3EDYHT9SJ767168,,,2026-04-20,14:57:39,2026-04-20 14:57:39,PSA-DIAG/Stellantis,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-20_BX-07-HO_VR3EDYHT9SJ767168_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-04-20_VR3EDYHT9SJ767168_informacoes-lubrificacao-motor_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,d5f461f2b7016608_2026-04-20_VR3EDYHT9SJ767168_dos-defeitos_5.pdf,sim,12,BX-07-HO,VR3EDYHT9SJ767168,,,2026-04-20,15:00:19,2026-04-20 15:00:19,PSA-DIAG/Stellantis,identificacao_telecarregamento,dos defeitos | codigos: B16E2; B171E; U1218; B1717 62; B1716; U1108 04; U1802 04; B120A; B1805 04; B15EE 64; U1108 00; B1215,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-20_BX-07-HO_VR3EDYHT9SJ767168_identificacao_telecarregamento_dos-defeitos.pdf,2026-04-20_VR3EDYHT9SJ767168_dos-defeitos_5.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,Dinâmica,,,,,Sim,,B16E2; B171E; U1218; B1717 62; B1716; U1108 04; U1802 04; B120A; B1805 04; B15EE 64; U1108 00; B1215,Sim,Permanente,,,Prioridade alta: diagnosticar defeitos permanentes/críticos
validado,b1737011a1b62dcd_2026-04-21_VR3EDYHT9SJ767168_informacoes-lubrificacao-motor_2.pdf,sim,2,BX-07-HO,VR3EDYHT9SJ767168,,,2026-04-21,17:05:14,2026-04-21 17:05:14,PSA-DIAG/Stellantis,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-21_BX-07-HO_VR3EDYHT9SJ767168_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-04-21_VR3EDYHT9SJ767168_informacoes-lubrificacao-motor_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,1.563,,,,,,,,,,
validado,0c30d919f09fd743_2026-04-21_VR3EDYHT9SJ767168_informacoes-manutencao_2.pdf,sim,4,BX-07-HO,VR3EDYHT9SJ767168,,,2026-04-21,17:06:26,2026-04-21 17:06:26,PSA-DIAG/Stellantis,manutencao,informacoes manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-21_BX-07-HO_VR3EDYHT9SJ767168_manutencao_informacoes-manutencao.pdf,2026-04-21_VR3EDYHT9SJ767168_informacoes-manutencao_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,Dinâmica,,,,,,,,,,,,
validado,9580890821d44b3a_2026-04-21_VR3EDYHT9SJ767168_familia-n-calculador_2.pdf,sim,6,BX-07-HO,VR3EDYHT9SJ767168,,,2026-04-21,17:07:04,2026-04-21 17:07:04,PSA-DIAG/Stellantis,identificacao_telecarregamento,familia n calculador | codigos: B15EE; U1817 02; U1F2A 87; U1802 81,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-21_BX-07-HO_VR3EDYHT9SJ767168_identificacao_telecarregamento_familia-n-calculador.pdf,2026-04-21_VR3EDYHT9SJ767168_familia-n-calculador_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,B15EE; U1817 02; U1F2A 87; U1802 81,Sim,Permanente,do defeitoAmplitude do sinal demasiado fraco,,Prioridade alta: diagnosticar defeitos permanentes/críticos
validado,680095c2e06c5daf_2026-04-10_VR3EDYHTXRJ747005_informacoes-de-manutencao_2.pdf,sim,2,BN-64-MN,VR3EDYHTXRJ747005,,,2026-04-10,,2026-04-10,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-10_BN-64-MN_VR3EDYHTXRJ747005_manutencao_informacoes-de-manutencao.pdf,2026-04-10_VR3EDYHTXRJ747005_informacoes-de-manutencao_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,680095c2e06c5daf_2026-04-10_VR3EDYHTXRJ747005_informacoes-de-manutencao_3.pdf,sim,3,BN-64-MN,VR3EDYHTXRJ747005,,,2026-04-10,,2026-04-10,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-10_BN-64-MN_VR3EDYHTXRJ747005_manutencao_informacoes-de-manutencao.pdf,2026-04-10_VR3EDYHTXRJ747005_informacoes-de-manutencao_3.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,680095c2e06c5daf_2026-04-10_VR3EDYHTXRJ747005_informacoes-de-manutencao_4.pdf,sim,4,BN-64-MN,VR3EDYHTXRJ747005,,,2026-04-10,,2026-04-10,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-10_BN-64-MN_VR3EDYHTXRJ747005_manutencao_informacoes-de-manutencao.pdf,2026-04-10_VR3EDYHTXRJ747005_informacoes-de-manutencao_4.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,d34095edf37f316c_2026-03-11_VR3EFYHT2PJ918611_informacoes-lubrificacao-motor_2.pdf,sim,2,BH-86-EB,VR3EFYHT2PJ918611,,,2026-03-11,,2026-03-11,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-11_BH-86-EB_VR3EFYHT2PJ918611_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-03-11_VR3EFYHT2PJ918611_informacoes-lubrificacao-motor_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,d34095edf37f316c_2026-03-11_VR3EFYHT2PJ918611_informacoes-lubrificacao-motor_3.pdf,sim,3,BH-86-EB,VR3EFYHT2PJ918611,,,2026-03-11,,2026-03-11,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-11_BH-86-EB_VR3EFYHT2PJ918611_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-03-11_VR3EFYHT2PJ918611_informacoes-lubrificacao-motor_3.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,d34095edf37f316c_2026-03-11_VR3EFYHT2PJ918611_informacoes-lubrificacao-motor_4.pdf,sim,4,BH-86-EB,VR3EFYHT2PJ918611,,,2026-03-11,,2026-03-11,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-11_BH-86-EB_VR3EFYHT2PJ918611_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-03-11_VR3EFYHT2PJ918611_informacoes-lubrificacao-motor_4.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,3e3375ebc676741a_2026-03-11_VR3EFYHT2PJ918611_informacoes-de-manutencao_2.pdf,sim,6,BH-86-EB,VR3EFYHT2PJ918611,,,2026-03-11,,2026-03-11,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-11_BH-86-EB_VR3EFYHT2PJ918611_manutencao_informacoes-de-manutencao.pdf,2026-03-11_VR3EFYHT2PJ918611_informacoes-de-manutencao_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,3e3375ebc676741a_2026-03-11_VR3EFYHT2PJ918611_informacoes-de-manutencao_3.pdf,sim,7,BH-86-EB,VR3EFYHT2PJ918611,,,2026-03-11,,2026-03-11,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-11_BH-86-EB_VR3EFYHT2PJ918611_manutencao_informacoes-de-manutencao.pdf,2026-03-11_VR3EFYHT2PJ918611_informacoes-de-manutencao_3.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,3e3375ebc676741a_2026-03-11_VR3EFYHT2PJ918611_informacoes-de-manutencao_4.pdf,sim,8,BH-86-EB,VR3EFYHT2PJ918611,,,2026-03-11,,2026-03-11,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-11_BH-86-EB_VR3EFYHT2PJ918611_manutencao_informacoes-de-manutencao.pdf,2026-03-11_VR3EFYHT2PJ918611_informacoes-de-manutencao_4.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,32f4bcf88454e284_2026-04-13_VR3EFYHT2PJ945589_informacoes-lubrificacao-motor_2.pdf,sim,2,BH-68-EC,VR3EFYHT2PJ945589,,,2026-04-13,,2026-04-13,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-13_BH-68-EC_VR3EFYHT2PJ945589_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-04-13_VR3EFYHT2PJ945589_informacoes-lubrificacao-motor_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,32f4bcf88454e284_2026-04-13_VR3EFYHT2PJ945589_informacoes-lubrificacao-motor_3.pdf,sim,3,BH-68-EC,VR3EFYHT2PJ945589,,,2026-04-13,,2026-04-13,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-13_BH-68-EC_VR3EFYHT2PJ945589_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-04-13_VR3EFYHT2PJ945589_informacoes-lubrificacao-motor_3.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,32f4bcf88454e284_2026-04-13_VR3EFYHT2PJ945589_informacoes-lubrificacao-motor_4.pdf,sim,4,BH-68-EC,VR3EFYHT2PJ945589,,,2026-04-13,,2026-04-13,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-13_BH-68-EC_VR3EFYHT2PJ945589_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-04-13_VR3EFYHT2PJ945589_informacoes-lubrificacao-motor_4.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,6cb6b3e81482ed43_2026-04-13_VR3EFYHT2PJ945589_informacoes-de-manutencao_2.pdf,sim,6,BH-68-EC,VR3EFYHT2PJ945589,,,2026-04-13,,2026-04-13,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-13_BH-68-EC_VR3EFYHT2PJ945589_manutencao_informacoes-de-manutencao.pdf,2026-04-13_VR3EFYHT2PJ945589_informacoes-de-manutencao_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,6cb6b3e81482ed43_2026-04-13_VR3EFYHT2PJ945589_informacoes-de-manutencao_3.pdf,sim,7,BH-68-EC,VR3EFYHT2PJ945589,,,2026-04-13,,2026-04-13,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-13_BH-68-EC_VR3EFYHT2PJ945589_manutencao_informacoes-de-manutencao.pdf,2026-04-13_VR3EFYHT2PJ945589_informacoes-de-manutencao_3.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,6cb6b3e81482ed43_2026-04-13_VR3EFYHT2PJ945589_informacoes-de-manutencao_4.pdf,sim,8,BH-68-EC,VR3EFYHT2PJ945589,,,2026-04-13,,2026-04-13,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-13_BH-68-EC_VR3EFYHT2PJ945589_manutencao_informacoes-de-manutencao.pdf,2026-04-13_VR3EFYHT2PJ945589_informacoes-de-manutencao_4.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,a6cb25e1679be889_2026-03-24_VR3FBYHZ0RY569207_relatorio-de-diagnostico-do-veiculo_2.pdf,sim,2,BL-82-IQ,VR3FBYHZ0RY569207,,,2026-03-24,,2026-03-24,Autel,leitura_defeitos,relatorio de diagnostico do veiculo,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-24_BL-82-IQ_VR3FBYHZ0RY569207_leitura_defeitos_relatorio-de-diagnostico-do-veiculo.pdf,2026-03-24_VR3FBYHZ0RY569207_relatorio-de-diagnostico-do-veiculo_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,a6cb25e1679be889_2026-03-24_VR3FBYHZ0RY569207_relatorio-de-diagnostico-do-veiculo_3.pdf,sim,3,BL-82-IQ,VR3FBYHZ0RY569207,,,2026-03-24,,2026-03-24,Autel,leitura_defeitos,relatorio de diagnostico do veiculo,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-24_BL-82-IQ_VR3FBYHZ0RY569207_leitura_defeitos_relatorio-de-diagnostico-do-veiculo.pdf,2026-03-24_VR3FBYHZ0RY569207_relatorio-de-diagnostico-do-veiculo_3.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,a6cb25e1679be889_2026-03-24_VR3FBYHZ0RY569207_relatorio-de-diagnostico-do-veiculo_4.pdf,sim,4,BL-82-IQ,VR3FBYHZ0RY569207,,,2026-03-24,,2026-03-24,Autel,leitura_defeitos,relatorio de diagnostico do veiculo,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-24_BL-82-IQ_VR3FBYHZ0RY569207_leitura_defeitos_relatorio-de-diagnostico-do-veiculo.pdf,2026-03-24_VR3FBYHZ0RY569207_relatorio-de-diagnostico-do-veiculo_4.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
